JR中央線快速,新宿駅,東京方面
[平日]
06:04,快速,東京行,
06:11,快速,東京行,
06:17,快速,東京行,
06:23,快速,東京行,
06:30,快速,東京行,
06:40,快速,東京行,
06:47,快速,東京行,
06:51,中央特快,東京行,
06:56,快速,東京行,
07:00,中央特快,東京行,
07:06,快速,東京行,
07:09,快速,東京行,
07:12,快速,東京行,
07:14,快速,東京行,
07:17,快速,東京行,
07:22,快速,東京行,
07:26,快速,東京行,
07:31,快速,東京行,
07:34,快速,東京行,
07:37,快速,東京行,
07:39,通勤特別快速,東京行,
07:41,快速,東京行,
07:45,快速,東京行,
07:47,快速,東京行,
07:49,快速,東京行,
07:50,特急,館山行,始発
07:51,快速,東京行,
07:53,通勤特別快速,東京行,
07:56,快速,東京行,
07:58,快速,東京行,
08:00,快速,東京行,
08:02,快速,東京行,
08:04,快速,東京行,
08:06,快速,東京行,
08:09,快速,東京行,
08:11,快速,東京行,
08:13,快速,東京行,
08:15,快速,東京行,
08:17,快速,東京行,
08:19,快速,東京行,
08:22,快速,東京行,
08:24,快速,東京行,
08:26,快速,東京行,
08:28,快速,東京行,
08:30,快速,東京行,
08:32,快速,東京行,
08:35,快速,東京行,
08:37,快速,東京行,
08:39,快速,東京行,
08:41,快速,東京行,
08:43,通勤特別快速,東京行,
08:45,快速,東京行,
08:47,快速,東京行,
08:49,快速,東京行,
08:51,快速,東京行,
08:53,快速,東京行,
08:55,快速,東京行,
08:57,通勤特別快速,東京行,
08:59,快速,東京行,
09:01,快速,東京行,
09:03,快速,東京行,
09:06,快速,東京行,
09:08,快速,東京行,
09:11,快速,東京行,
09:14,特急,東京行,
09:16,快速,東京行,
09:19,快速,東京行,
09:21,通勤特別快速,東京行,
09:23,快速,東京行,
09:25,快速,東京行,
09:30,快速,東京行,
09:33,快速,東京行,
09:37,快速,東京行,
09:41,快速,東京行,
09:43,快速,東京行,
09:45,中央特快,東京行,
09:49,快速,東京行,
09:53,快速,東京行,
09:56,特急,東京行,
09:59,快速,東京行,
10:02,中央特快,東京行,
10:06,快速,東京行,
10:11,快速,東京行,
10:14,快速,東京行,
10:19,中央特快,東京行,
10:23,快速,東京行,
10:29,快速,東京行,
10:32,青梅特快,東京行,
10:37,快速,東京行,
10:40,特急,東京行,
10:42,快速,東京行,
10:46,中央特快,東京行,
10:50,快速,東京行,
10:52,快速,東京行,
10:54,快速,東京行,
10:59,中央特快,東京行,
11:05,快速,東京行,
11:10,快速,東京行,
11:14,中央特快,東京行,
11:19,快速,東京行,
11:22,快速,東京行,
11:24,快速,東京行,
11:29,青梅特快,東京行,
11:34,快速,東京行,
11:40,快速,東京行,
11:44,中央特快,東京行,
11:48,快速,東京行,
11:51,青梅特快,東京行,
11:55,快速,東京行,
11:58,中央特快,東京行,
12:05,快速,東京行,
12:10,快速,東京行,
12:14,中央特快,東京行,
12:17,快速,東京行,
12:21,快速,東京行,
12:24,快速,東京行,
12:28,中央特快,東京行,
12:35,快速,東京行,
12:40,快速,東京行,
12:44,中央特快,東京行,
12:48,快速,東京行,
12:52,青梅特快,東京行,
12:55,快速,東京行,
12:58,中央特快,東京行,
13:05,快速,東京行,
13:10,快速,東京行,
13:14,中央特快,東京行,
13:18,快速,東京行,
13:21,快速,東京行,
13:24,快速,東京行,
13:28,中央特快,東京行,
13:35,快速,東京行,
13:40,快速,東京行,
13:43,中央特快,東京行,
13:48,快速,東京行,
13:53,青梅特快,東京行,
13:55,快速,東京行,
13:58,中央特快,東京行,
14:04,快速,東京行,
14:12,快速,東京行,
14:14,中央特快,東京行,
14:19,快速,東京行,
14:21,快速,東京行,
14:24,快速,東京行,
14:28,中央特快,東京行,
14:33,快速,東京行,
14:37,中央特快,東京行,
14:44,快速,東京行,
14:48,快速,東京行,
14:52,青梅特快,東京行,
14:56,快速,東京行,
15:01,中央特快,東京行,
15:05,快速,東京行,
15:10,快速,東京行,
15:14,中央特快,東京行,
15:17,快速,東京行,
15:21,快速,東京行,
15:24,快速,東京行,
15:28,中央特快,東京行,
15:35,快速,東京行,
15:40,快速,東京行,
15:44,中央特快,東京行,
15:48,快速,東京行,
15:51,青梅特快,東京行,
15:56,快速,東京行,
16:01,中央特快,東京行,
16:05,快速,東京行,
16:10,快速,東京行,
16:15,中央特快,東京行,
16:19,快速,東京行,
16:21,快速,東京行,
16:23,快速,東京行,
16:28,中央特快,東京行,
16:32,快速,東京行,
16:39,快速,東京行,
16:44,快速,東京行,
16:44,快速,千葉行,
16:47,快速,東京行,
16:49,快速,東京行,
16:52,中央特快,東京行,
16:54,快速,東京行,
16:57,快速,東京行,
17:01,快速,東京行,
17:05,快速,東京行,
17:09,快速,東京行,
17:11,快速,東京行,
17:13,快速,東京行,
17:15,快速,東京行,
17:18,快速,東京行,
17:21,中央特快,東京行,
17:24,快速,東京行,
17:28,快速,東京行,
17:30,快速,東京行,
17:33,快速,東京行,
17:37,快速,東京行,
17:39,快速,東京行,
17:42,快速,東京行,
17:45,快速,東京行,
17:48,中央特快,東京行,
17:52,快速,東京行,
17:55,快速,東京行,
17:58,快速,東京行,
18:01,快速,東京行,
18:04,快速,東京行,
18:07,快速,東京行,
18:10,快速,東京行,
18:12,快速,東京行,
18:16,快速,東京行,
18:19,中央特快,東京行,
18:22,快速,東京行,
18:26,快速,東京行,
18:30,快速,東京行,
18:34,快速,東京行,
18:38,快速,東京行,
18:42,快速,東京行,
18:46,快速,東京行,
18:49,快速,東京行,
18:51,中央特快,東京行,
18:53,快速,東京行,
18:56,快速,東京行,
18:59,快速,東京行,
19:04,快速,東京行,
19:08,快速,東京行,
19:12,快速,東京行,
19:15,青梅特快,東京行,
19:18,快速,東京行,
19:20,快速,東京行,
19:24,快速,東京行,
19:27,快速,東京行,
19:31,快速,東京行,
19:35,快速,東京行,
19:40,快速,東京行,
19:45,快速,東京行,
19:48,快速,東京行,
19:51,中央特快,東京行,
19:53,快速,東京行,
19:57,快速,東京行,
20:01,快速,東京行,
20:04,快速,東京行,
20:06,快速,東京行,
20:09,特急,千葉行,
20:11,快速,東京行,
20:15,快速,東京行,
20:17,快速,東京行,
20:19,中央特快,東京行,
20:25,快速,東京行,
20:29,快速,東京行,
20:33,快速,東京行,
20:35,快速,東京行,
20:43,快速,東京行,
20:48,快速,東京行,
20:52,中央特快,東京行,
20:55,快速,東京行,
20:58,快速,東京行,
21:02,快速,東京行,
21:05,快速,東京行,
21:07,ホームライナー,千葉行,始発
21:12,快速,東京行,
21:16,快速,東京行,
21:18,快速,東京行,
21:22,快速,東京行,
21:24,快速,東京行,
21:28,中央特快,東京行,
21:32,快速,東京行,
21:36,快速,東京行,
21:44,快速,東京行,
21:46,快速,東京行,
21:48,快速,東京行,
21:51,中央特快,東京行,
21:55,快速,東京行,
21:59,快速,東京行,
22:04,快速,東京行,
22:15,快速,東京行,
22:18,中央特快,東京行,
22:22,快速,東京行,
22:26,快速,東京行,
22:30,快速,東京行,
22:33,快速,東京行,
22:38,快速,東京行,
22:43,快速,東京行,
22:49,快速,東京行,
22:51,中央特快,東京行,
22:55,快速,東京行,
23:01,快速,東京行,
23:08,快速,東京行,
23:15,中央特快,東京行,
23:31,快速,東京行,
23:40,快速,東京行,
23:47,快速,東京行,
[土曜]
06:38,中央特快,東京行,
06:52,快速,東京行,
07:00,中央特快,東京行,
07:05,快速,東京行,
07:09,快速,東京行,
07:12,中央特快,東京行,
07:17,快速,東京行,
07:19,特急,安房鴨川行,始発
07:22,快速,東京行,
07:27,青梅特快,東京行,
07:32,快速,東京行,
07:37,快速,東京行,
07:42,快速,東京行,
07:47,中央特快,東京行,
07:50,特急,館山行,始発
07:50,特急,館山行,始発
07:52,快速,東京行,
07:54,快速,東京行,
07:58,快速,東京行,
08:02,中央特快,東京行,
08:06,快速,東京行,
08:11,快速,東京行,
08:14,中央特快,東京行,
08:19,快速,東京行,
08:24,快速,東京行,
08:27,快速,東京行,
08:31,青梅特快,東京行,
08:37,快速,東京行,
08:40,快速,東京行,
08:43,中央特快,東京行,
08:47,快速,東京行,
08:51,快速,東京行,
08:56,快速,東京行,
09:02,中央特快,東京行,
09:06,快速,東京行,
09:08,特急,館山行,始発
09:10,快速,東京行,
09:14,特急,東京行,
09:17,中央特快,東京行,
09:20,快速,東京行,
09:25,快速,東京行,
09:31,青梅特快,東京行,
09:36,快速,東京行,
09:40,快速,東京行,
09:44,快速,東京行,
