JR埼京線,新宿駅,大宮・川越方面
[平日]
06:20,通勤快速,川越行,始発
06:25,各駅,武蔵浦和行,始発
06:32,通勤快速,川越行,始発
06:36,各駅,大宮(埼玉県)行,始発
06:42,各駅,武蔵浦和行,始発
06:46,各駅,大宮(埼玉県)行,始発
06:50,通勤快速,川越行,始発
06:55,各駅,武蔵浦和行,始発
07:00,各駅,大宮(埼玉県)行,始発
07:03,通勤快速,川越行,始発
07:09,各駅,武蔵浦和行,始発
07:15,各駅,大宮(埼玉県)行,始発
07:18,通勤快速,川越行,
07:24,各駅,武蔵浦和行,始発
07:27,各駅,大宮(埼玉県)行,始発
07:33,通勤快速,川越行,始発
07:37,各駅,武蔵浦和行,
07:42,各駅,大宮(埼玉県)行,始発
07:45,各駅,武蔵浦和行,始発
07:51,通勤快速,川越行,
07:56,各駅,大宮(埼玉県)行,始発
08:02,各駅,大宮(埼玉県)行,
08:05,通勤快速,川越行,始発
08:11,各駅,赤羽行,
08:14,各駅,大宮(埼玉県)行,始発
08:19,各駅,武蔵浦和行,
08:22,通勤快速,川越行,
08:30,各駅,大宮(埼玉県)行,
08:33,各駅,大宮(埼玉県)行,
08:38,各駅,赤羽行,始発
08:41,各駅,大宮(埼玉県)行,
08:46,通勤快速,川越行,
08:49,各駅,武蔵浦和行,始発
08:52,各駅,大宮(埼玉県)行,
08:54,各駅,大宮(埼玉県)行,始発
08:59,各駅,赤羽行,
09:01,各駅,大宮(埼玉県)行,始発
09:05,通勤快速,川越行,始発
09:11,各駅,川越行,
09:14,各駅,大宮(埼玉県)行,始発
09:18,各駅,大宮(埼玉県)行,
09:21,各駅,池袋行,
09:26,通勤快速,川越行,始発
09:29,各駅,大宮(埼玉県)行,
09:34,各駅,大宮(埼玉県)行,
09:38,各駅,池袋行,始発
09:43,快速,川越行,
09:45,各駅,大宮(埼玉県)行,始発
09:48,各駅,池袋行,
09:51,各駅,大宮(埼玉県)行,始発
09:59,各駅,大宮(埼玉県)行,
10:02,各駅,赤羽行,
10:05,快速,川越行,始発
10:09,各駅,池袋行,
10:15,各駅,大宮(埼玉県)行,始発
10:18,各駅,大宮(埼玉県)行,始発
10:24,快速,川越行,
10:28,各駅,大宮(埼玉県)行,始発
10:33,各駅,大宮(埼玉県)行,
10:39,各駅,大宮(埼玉県)行,
10:43,快速,川越行,始発
10:52,各駅,大宮(埼玉県)行,始発
10:59,各駅,大宮(埼玉県)行,始発
11:05,快速,川越行,
11:11,各駅,赤羽行,始発
11:16,各駅,大宮(埼玉県)行,始発
11:24,快速,川越行,
11:31,各駅,赤羽行,始発
11:36,各駅,大宮(埼玉県)行,始発
11:45,快速,川越行,
11:51,各駅,大宮(埼玉県)行,始発
11:57,各駅,大宮(埼玉県)行,始発
12:05,快速,川越行,
12:11,各駅,赤羽行,始発
12:16,各駅,大宮(埼玉県)行,始発
12:25,快速,川越行,
12:31,各駅,大宮(埼玉県)行,始発
12:35,各駅,大宮(埼玉県)行,始発
12:45,快速,川越行,
12:51,各駅,赤羽行,始発
12:57,各駅,大宮(埼玉県)行,始発
13:05,快速,川越行,
13:11,各駅,大宮(埼玉県)行,始発
13:16,各駅,大宮(埼玉県)行,始発
13:25,快速,川越行,
13:31,各駅,赤羽行,始発
13:36,各駅,大宮(埼玉県)行,始発
13:45,快速,川越行,
13:51,各駅,大宮(埼玉県)行,始発
13:57,各駅,大宮(埼玉県)行,始発
14:04,快速,川越行,
14:11,各駅,赤羽行,始発
14:16,各駅,大宮(埼玉県)行,始発
14:25,快速,川越行,
14:31,各駅,大宮(埼玉県)行,始発
14:35,各駅,大宮(埼玉県)行,始発
14:45,快速,川越行,
14:51,各駅,赤羽行,始発
14:57,各駅,大宮(埼玉県)行,始発
15:03,快速,川越行,
15:11,各駅,大宮(埼玉県)行,始発
15:16,各駅,大宮(埼玉県)行,始発
15:24,快速,川越行,
15:30,各駅,赤羽行,始発
15:33,各駅,大宮(埼玉県)行,
15:41,快速,川越行,始発
15:46,各駅,大宮(埼玉県)行,始発
15:57,各駅,大宮(埼玉県)行,始発
16:02,快速,川越行,
16:06,各駅,大宮(埼玉県)行,始発
16:16,各駅,大宮(埼玉県)行,始発
16:23,快速,川越行,
16:27,各駅,大宮(埼玉県)行,始発
16:36,各駅,大宮(埼玉県)行,始発
16:44,快速,川越行,
16:47,各駅,大宮(埼玉県)行,始発
16:55,各駅,大宮(埼玉県)行,始発
17:01,通勤快速,川越行,
17:07,各駅,大宮(埼玉県)行,
17:12,各駅,赤羽行,始発
17:15,各駅,川越行,
17:20,通勤快速,川越行,
17:25,各駅,大宮(埼玉県)行,始発
17:30,各駅,大宮(埼玉県)行,始発
17:35,各駅,大宮(埼玉県)行,
17:41,通勤快速,川越行,始発
17:46,各駅,大宮(埼玉県)行,始発
17:52,各駅,赤羽行,
17:57,各駅,大宮(埼玉県)行,始発
18:02,通勤快速,川越行,
18:07,各駅,大宮(埼玉県)行,始発
18:13,各駅,赤羽行,
18:16,各駅,大宮(埼玉県)行,始発
18:20,通勤快速,川越行,
18:25,各駅,大宮(埼玉県)行,始発
18:28,各駅,大宮(埼玉県)行,
18:36,各駅,川越行,始発
18:41,通勤快速,川越行,
18:45,各駅,大宮(埼玉県)行,始発
18:51,各駅,大宮(埼玉県)行,
