JR埼京線,大宮駅,新宿・新木場方面
[平日]
04:51,各駅,池袋行,始発
05:00,各駅,池袋行,
05:12,各駅,池袋行,
05:19,各駅,池袋行,
05:28,各駅,池袋行,
05:37,各駅,新宿行,
05:45,各駅,新宿行,
05:51,各駅,新宿行,始発
05:57,各駅,新宿行,
06:02,各駅,新宿行,始発
06:06,各駅,新宿行,
06:12,通勤快速,新宿行,
06:17,各駅,新宿行,始発
06:23,各駅,新宿行,
06:29,各駅,新木場行,
06:36,各駅,新木場行,
06:42,通勤快速,新宿行,
06:44,各駅,新宿行,始発
06:49,各駅,新宿行,
06:55,各駅,新宿行,始発
07:00,通勤快速,新木場行,
07:03,各駅,新木場行,始発
07:08,各駅,新木場行,
07:12,通勤快速,新木場行,
07:19,各駅,新木場行,始発
07:22,各駅,新宿行,
07:27,通勤快速,新木場行,
07:30,各駅,新木場行,始発
07:36,各駅,新木場行,
07:43,通勤快速,新木場行,
07:44,各駅,新木場行,始発
07:51,各駅,新木場行,
07:58,通勤快速,新木場行,
08:02,各駅,新宿行,始発
08:08,各駅,新宿行,
08:13,通勤快速,新木場行,
08:15,各駅,新木場行,始発
08:21,各駅,新木場行,
08:28,通勤快速,新宿行,
08:32,各駅,新木場行,始発
08:42,通勤快速,新木場行,
08:48,各駅,新宿行,始発
08:55,通勤快速,新木場行,
09:00,各駅,新木場行,始発
09:14,通勤快速,新宿行,
09:19,各駅,新木場行,始発
09:29,各駅,新宿行,始発
09:35,通勤快速,新宿行,
09:41,各駅,新宿行,始発
09:49,各駅,新宿行,始発
09:56,通勤快速,新木場行,
10:02,各駅,新宿行,始発
10:10,各駅,新宿行,始発
10:16,快速,新木場行,
10:28,各駅,新宿行,始発
10:33,快速,新木場行,
10:39,各駅,新宿行,始発
10:48,各駅,新宿行,始発
10:53,快速,新木場行,
11:01,各駅,新宿行,始発
11:13,快速,新木場行,
11:18,各駅,新宿行,始発
11:28,各駅,新宿行,始発
11:33,快速,新木場行,
11:48,各駅,新宿行,始発
11:53,快速,新木場行,
12:01,各駅,新宿行,始発
12:08,各駅,新宿行,始発
12:13,快速,新木場行,
12:28,各駅,新宿行,始発
12:33,快速,新木場行,
12:41,各駅,新宿行,始発
12:48,各駅,新宿行,始発
12:53,快速,新木場行,
13:08,各駅,新宿行,始発
13:13,快速,新木場行,
13:18,各駅,新宿行,始発
13:28,各駅,新宿行,始発
13:33,快速,新木場行,
13:48,各駅,新宿行,始発
13:53,快速,新木場行,
14:01,各駅,新宿行,始発
14:08,各駅,新宿行,始発
14:13,快速,新木場行,
14:28,各駅,新宿行,始発
14:33,快速,新木場行,
14:41,各駅,新宿行,始発
14:48,各駅,新宿行,始発
14:53,快速,新木場行,
15:08,各駅,新宿行,始発
