JR中央線快速,東京駅,高尾・青梅方面
[平日]
04:39,各駅,高尾(東京都)行,
04:58,各駅,高尾(東京都)行,
05:10,各駅,高尾(東京都)行,
05:22,各駅,高尾(東京都)行,
05:33,各駅,高尾(東京都)行,
05:43,各駅,高尾(東京都)行,
05:55,各駅,高尾(東京都)行,
06:06,快速,高尾(東京都)行,
06:12,中央特快,高尾(東京都)行,
06:16,快速,河辺行,
06:23,快速,高尾(東京都)行,
06:28,快速,高尾(東京都)行,
06:34,中央特快,高尾(東京都)行,
06:38,快速,青梅行,
06:47,快速,高尾(東京都)行,
06:55,快速,高尾(東京都)行,
07:01,快速,高尾(東京都)行,
07:05,快速,立川行,
07:10,快速,高尾(東京都)行,
07:16,快速,高尾(東京都)行,
07:20,快速,武蔵小金井行,
07:22,快速,高尾(東京都)行,
07:25,快速,高尾(東京都)行,
07:28,快速,武蔵小金井行,
07:31,快速,青梅行,
07:34,快速,高尾(東京都)行,
07:38,快速,高尾(東京都)行,
07:42,快速,武蔵小金井行,
07:46,快速,青梅行,
07:50,快速,高尾(東京都)行,
07:52,快速,高尾(東京都)行,
07:55,快速,武蔵小金井行,
07:57,快速,豊田行,
08:01,快速,豊田行,
08:02,快速,高尾(東京都)行,
08:04,快速,青梅行,
08:07,快速,豊田行,
08:09,快速,高尾(東京都)行,
08:12,快速,豊田行,
08:14,快速,立川行,
08:16,快速,武蔵小金井行,
08:19,快速,高尾(東京都)行,
08:21,快速,豊田行,
08:23,快速,高尾(東京都)行,
08:25,快速,豊田行,
08:27,快速,八王子行,
08:29,快速,武蔵小金井行,
08:31,快速,高尾(東京都)行,
08:33,快速,青梅行,
08:35,快速,武蔵小金井行,
08:38,快速,立川行,
08:40,快速,高尾(東京都)行,
08:42,快速,武蔵小金井行,
08:44,快速,豊田行,
08:46,快速,武蔵小金井行,
08:48,快速,高尾(東京都)行,
08:51,快速,立川行,
08:53,快速,武蔵小金井行,
08:55,快速,八王子行,
08:57,快速,大月行,
08:59,快速,武蔵小金井行,
09:01,快速,青梅行,
09:03,快速,高尾(東京都)行,
09:05,快速,武蔵小金井行,
09:07,快速,高尾(東京都)行,
09:09,快速,豊田行,
09:11,快速,武蔵小金井行,
09:13,快速,高尾(東京都)行,
09:15,快速,八王子行,
09:18,快速,豊田行,
09:20,快速,青梅行,
09:22,快速,豊田行,
09:24,快速,武蔵小金井行,
09:27,快速,高尾(東京都)行,
09:32,中央特快,高尾(東京都)行,
09:34,快速,武蔵小金井行,
09:37,快速,青梅行,
09:39,快速,武蔵小金井行,
09:41,快速,高尾(東京都)行,
09:46,快速,立川行,
09:50,快速,高尾(東京都)行,
09:54,快速,青梅行,
09:56,快速,高尾(東京都)行,
09:59,快速,豊田行,
10:02,快速,高尾(東京都)行,
10:06,中央特快,高尾(東京都)行,
10:10,快速,八王子行,
10:15,快速,高尾(東京都)行,
10:21,青梅特快,青梅行,
10:25,快速,青梅行,
10:30,中央特快,高尾(東京都)行,
10:33,快速,高尾(東京都)行,
10:35,快速,八王子行,
10:39,快速,高尾(東京都)行,
10:46,快速,青梅行,
10:50,中央特快,高尾(東京都)行,
10:53,快速,豊田行,
10:57,快速,高尾(東京都)行,
11:02,快速,立川行,
11:06,中央特快,高尾(東京都)行,
11:10,快速,青梅行,
11:15,快速,高尾(東京都)行,
11:21,中央特快,高尾(東京都)行,
11:25,快速,高尾(東京都)行,
11:29,中央特快,高尾(東京都)行,
11:32,快速,八王子行,
11:36,青梅特快,青梅行,
11:40,快速,高尾(東京都)行,
11:46,快速,青梅行,
11:52,中央特快,高尾(東京都)行,
11:55,快速,豊田行,
11:57,快速,高尾(東京都)行,
12:02,快速,立川行,
12:06,中央特快,高尾(東京都)行,
12:10,快速,青梅行,
12:15,快速,高尾(東京都)行,
12:21,中央特快,高尾(東京都)行,
12:25,快速,高尾(東京都)行,
12:29,中央特快,高尾(東京都)行,
12:32,快速,豊田行,
12:36,青梅特快,青梅行,
12:40,快速,高尾(東京都)行,
12:46,快速,青梅行,
12:52,中央特快,高尾(東京都)行,
12:55,快速,八王子行,
12:57,快速,立川行,
13:02,快速,高尾(東京都)行,
13:06,中央特快,高尾(東京都)行,
13:10,快速,青梅行,
13:15,快速,高尾(東京都)行,
13:21,中央特快,高尾(東京都)行,
13:25,快速,高尾(東京都)行,
13:29,中央特快,大月行,
13:32,快速,高尾(東京都)行,
13:36,青梅特快,青梅行,
13:40,快速,高尾(東京都)行,
13:46,快速,青梅行,
13:52,中央特快,高尾(東京都)行,
13:55,快速,八王子行,
13:57,快速,高尾(東京都)行,
14:02,快速,立川行,
14:06,中央特快,高尾(東京都)行,
14:10,快速,青梅行,
14:15,快速,高尾(東京都)行,
14:21,中央特快,高尾(東京都)行,
14:25,快速,高尾(東京都)行,
14:29,中央特快,大月行,
14:32,快速,八王子行,
14:36,青梅特快,青梅行,
14:40,快速,高尾(東京都)行,
14:46,快速,青梅行,
14:50,中央特快,高尾(東京都)行,
14:55,快速,八王子行,
14:57,快速,豊田行,
15:01,快速,高尾(東京都)行,
15:06,中央特快,高尾(東京都)行,
15:10,快速,青梅行,
15:15,特急,甲府行,
15:17,快速,立川行,
15:21,中央特快,高尾(東京都)行,
15:25,快速,高尾(東京都)行,
15:29,中央特快,高尾(東京都)行,
15:32,快速,立川行,
15:36,中央特快,高尾(東京都)行,
15:40,快速,高尾(東京都)行,
15:46,快速,青梅行,
15:52,中央特快,高尾(東京都)行,
15:55,快速,八王子行,
15:57,快速,立川行,
16:03,中央特快,高尾(東京都)行,
16:07,快速,高尾(東京都)行,
16:10,快速,豊田行,
16:15,特急,甲府行,
16:17,快速,青梅行,
16:21,快速,高尾(東京都)行,
16:26,中央特快,高尾(東京都)行,
16:31,快速,八王子行,
16:33,快速,青梅行,
16:36,快速,高尾(東京都)行,
16:40,快速,高尾(東京都)行,
16:45,快速,武蔵小金井行,
16:48,通勤快速,大月行,
16:52,快速,高尾(東京都)行,
16:55,快速,青梅行,
16:59,快速,立川行,
17:02,快速,八王子行,
17:05,快速,高尾(東京都)行,
17:08,快速,高尾(東京都)行,
17:11,快速,高尾(東京都)行,
17:13,快速,八王子行,
17:17,快速,武蔵小金井行,
17:20,通勤快速,青梅行,
17:24,快速,青梅行,
17:26,快速,高尾(東京都)行,
17:29,快速,八王子行,
17:31,通勤快速,高尾(東京都)行,
17:34,快速,立川行,
